"","Gene","C1","C2","C4","C6","P1","P2","P3","P4","log2_fold_change","p_value","q_value","significant"
"19077","CTGF",35.1084,11.9972,12.8904,7.81373,29.5732,20.7014,33.0197,182.099,1.96857,5e-05,0.00164804,"yes"
"19105","PERP",1.80393,2.26158,1.35234,1.14006,1.20748,2.02939,1.97556,20.9388,1.99557,1e-04,0.00299584,"yes"
"19121","PLAGL1",0.389388,0.275168,0.0169996,0.0297824,0.161769,0.66013,14.5338,10.9253,5.20734,5e-05,0.00164804,"yes"
"19155","EZR",108.398,108.976,96.5501,116.335,88.8691,78.1192,40.7649,38.2994,-0.806238,0.00465,0.0499999,"yes"
"19175","PDE10A",1.18444,1.32564,2.5441,1.39215,2.15381,3.65812,4.61705,3.9586,1.15827,0.0025,0.0322442,"yes"
"19181","RPS6KA2",7.84745,6.20661,5.86537,5.94593,9.20194,12.7564,16.9694,13.2629,1.01277,4e-04,0.00896533,"yes"
"20336","ELFN1",13.7032,6.50632,11.023,8.48372,18.4963,17.7823,25.1412,24.7759,1.11789,2e-04,0.00519897,"yes"
"20341","IQCE",19.9737,15.7843,14.6665,17.3173,13.5172,13.3302,3.75501,2.91523,-1.01512,0.00085,0.0154192,"yes"
"20351","FSCN1",89.5137,68.8049,90.9282,96.1848,129.469,133.155,228.408,247.224,1.09572,5e-05,0.00164804,"yes"
"20373","ARL4A",6.84985,4.55851,9.3716,3.20404,4.42184,6.78908,23.4622,16.3332,1.0886,0.0044,0.0479939,"yes"
"20376","BZW2",16.1714,14.8831,14.9222,19.8427,30.6243,51.9783,90.343,77.2713,1.92659,5e-05,0.00164804,"yes"
"20377","TSPAN13",32.9572,40.1318,32.7434,42.5396,61.8591,94.8993,66.9499,55.9698,0.914549,9e-04,0.0159439,"yes"
"20378","AHR",2.31452,2.89028,1.7444,1.67624,1.42853,1.87507,0.41671,29.3731,1.93987,5e-05,0.00164804,"yes"
"20397","NPY",19.679,2.18542,9.58141,40.8986,1.85522,3.42381,1.41703,0.600071,-3.30968,0.00225,0.0301775,"yes"
"20414","CHN2",0.933006,0.744926,0.780468,0.949672,3.29807,6.00841,2.54016,1.01361,1.91589,0.00195,0.0276232,"yes"
"20417","WIPF3",0.0430911,0.363217,0.374793,0.770139,1.44357,0.668443,3.81341,0.622282,2.07757,0.00125,0.0198856,"yes"
"20418","PLEKHA8",2.0886,3.07578,2.8677,2.68857,3.4674,4.771,8.72575,7.08154,1.16539,3e-04,0.00728523,"yes"
"20425","AQP1",36.3922,48.6204,50.4884,48.2436,15.535,6.75131,0.238118,7.70158,-2.60384,5e-05,0.00164804,"yes"
"20427","ADCYAP1R1",99.4429,85.8809,79.1028,88.3191,65.083,65.9331,19.6784,10.0768,-1.13362,0.00025,0.00629326,"yes"
"20429","PPP1R17",5.91625,7.92998,0.600206,0.871384,0.999061,55.1533,0.26511,0.733789,1.89958,0.00085,0.0154192,"yes"
"20439","EEPD1",8.85505,12.645,11.4626,21.4955,16.4348,6.72192,1.28001,1.47209,-1.07171,0.0021,0.0289352,"yes"
"20443","EPDR1",51.9794,55.6636,77.7688,69.9944,35.3816,44.9087,4.64054,19.0359,-1.29667,5e-05,0.00164804,"yes"
"20455","HECW1",0.0731349,0.299965,0.230243,0.0881959,0.462499,1.03906,0.219082,1.04691,2.00073,0.002,0.0280947,"yes"
"20457","STK17A",9.89234,13.4643,7.66812,10.9493,4.97536,8.24877,2.74435,5.43618,-0.97157,0.00355,0.0416664,"yes"
"20487","EGFR",11.4714,9.45376,16.1512,16.0012,6.26798,2.5172,1.22463,1.84035,-2.1632,5e-05,0.00164804,"yes"
"20541","ELN",75.8521,53.6764,75.6505,80.8172,58.0938,10.0357,3.5311,14.2603,-1.73492,5e-05,0.00164804,"yes"
"20542","LIMK1",40.7874,28.3494,21.7585,29.7066,43.8869,40.6901,59.93,64.9854,0.796645,0.00205,0.0285059,"yes"
"20572","CCDC146",9.6517,8.27518,8.88315,5.20098,5.09915,4.50284,0.774688,1.09406,-1.48061,0.00085,0.0154192,"yes"
"20587","ADAM22",4.57701,6.03517,6.58643,6.66667,2.15587,4.58425,1.78269,1.39208,-1.26724,3e-04,0.00728523,"yes"
"20595","CDK14",23.0512,29.2533,29.8266,27.3568,19.6347,17.576,11.8719,13.6167,-0.80425,0.0011,0.0181879,"yes"
"20596","FZD1",8.83176,6.36127,5.27547,8.72239,6.56332,7.52627,41.606,55.6836,1.93189,5e-05,0.00164804,"yes"
"20614","TAC1",0.0348418,0.372549,0.293662,0.0995663,0.212248,0.201626,5.17874,3.33757,3.4795,2e-04,0.00519897,"yes"
"20618","NPTX2",419.551,164.182,198.688,69.9809,164.667,192.445,35.9073,48.7549,-0.948223,0.00435,0.0476892,"yes"
"20649","PCOLCE",4.72122,3.76537,5.42817,4.47301,5.98981,4.00034,11.3967,78.0405,2.4349,5e-05,0.00164804,"yes"
"20661","SERPINE1",0.873655,1.18005,0.454154,0.583437,1.80453,1.93731,1.58191,34.7651,3.69692,5e-05,0.00164804,"yes"
"20665","COL26A1",5.37691,2.67393,0.396419,1.94372,2.40324,6.57032,12.6074,106.731,3.62626,5e-05,0.00164804,"yes"
"20680","LHFPL3",2.95976,18.8951,51.2631,50.1089,18.4203,4.97115,0.0659042,3.52431,-2.19126,5e-05,0.00164804,"yes"
"20685","PRKAR2B",9.70273,9.75747,7.0872,7.38295,16.835,31.8854,13.3115,23.745,1.33801,5e-05,0.00164804,"yes"
"20689","BCAP29",17.4793,20.6693,16.0386,18.8365,13.8348,9.90127,4.69494,8.52438,-0.982579,5e-04,0.0105649,"yes"
"20700","MDFIC",20.1303,18.0202,20.2536,20.4005,11.3453,7.13094,5.19756,10.8139,-1.1922,5e-05,0.00164804,"yes"
"20701","TES",0.386085,0.618378,0.247158,0.169847,1.06679,2.00847,5.15076,19.8328,4.303,5e-05,0.00164804,"yes"
"20711","KCND2",11.3604,21.158,32.0338,37.9526,12.6398,7.90682,0.318441,0.444928,-2.26609,5e-05,0.00164804,"yes"
"20735","CCDC136",17.4867,23.7183,24.6692,33.1098,14.3072,15.2726,8.89074,6.95999,-1.12353,8e-04,0.01476,"yes"
"20827","CNTNAP2",2.32273,1.75018,0.610475,1.27447,0.851162,1.749,10.8347,1.60708,1.33612,0.00145,0.0223619,"yes"
"20874","INSIG1",10.5843,7.61843,18.5377,10.7845,10.6129,13.9385,52.1975,38.6036,1.27929,5e-05,0.00164804,"yes"
"20875","EN2",5.15662,0.660644,2.70578,9.4971,5.79908,7.36201,12.5102,31.6806,1.67023,0.00015,0.0041716,"yes"
"20931","THSD7A",1.18044,1.11368,0.943068,1.09812,2.27589,5.02412,1.84787,0.976556,1.22364,0.00105,0.0176701,"yes"
"20933","ETV1",58.8301,73.8055,74.8387,111.728,74.3949,16.4297,2.53721,18.8554,-1.50818,0.00035,0.00815894,"yes"
"20934","DGKB",12.8847,12.8014,7.5496,10.107,10.2604,7.14861,0.444933,0.587379,-1.23284,0.00065,0.0127547,"yes"
"20938","SOSTDC1",0.498271,0.101524,0.25693,0.203851,0.213678,0.541436,3.2268,11.8402,3.89902,5e-04,0.0105649,"yes"
"20979","HOXA11",0.825912,0.158903,0.41618,0.225796,0.526281,0.151459,0.018911,8.98382,2.57305,1e-04,0.00299584,"yes"
"20983","TRIL",21.8817,32.7185,24.0809,49.4284,19.8443,16.4201,1.7002,7.96826,-1.47978,5e-05,0.00164804,"yes"
"21011","ELMO1",25.1896,28.9312,22.0484,27.156,21.1857,23.2808,6.11887,4.26241,-0.913687,0.0037,0.0429274,"yes"
"21013","SFRP4",6.25117,9.36391,27.8192,13.3966,4.75482,6.10449,0.470543,2.37133,-2.05237,5e-05,0.00164804,"yes"
"21017","VPS41",25.1004,30.4926,27.0479,27.4626,22.3367,23.1753,4.44198,8.9174,-0.903221,0.00125,0.0198856,"yes"
"21021","GLI3",2.88113,2.65272,3.46078,2.84452,2.9878,2.24803,9.02467,12.0472,1.15192,4e-04,0.00896533,"yes"
"21034","CAMK2B",0.166823,0.244603,0.167325,0.0948535,1.00646,2.85879,0.390148,0.225467,2.7338,1e-04,0.00299584,"yes"
"21050","IGFBP3",2.69035,7.01969,0.657531,1.18022,3.84272,13.1003,1.85776,459.558,5.3724,5e-05,0.00164804,"yes"
"21058","GRB10",5.77312,5.55879,6.60448,5.22533,7.58767,7.71624,17.854,18.0809,1.14549,0.00035,0.00815894,"yes"
"21059","COBL",9.12348,12.7605,11.76,10.1594,4.19025,3.66024,0.0861347,0.246289,-2.42036,5e-05,0.00164804,"yes"
"21064","VOPP1",81.4075,108.16,116.77,119.683,84.4197,72.0183,45.8963,49.7506,-0.757015,0.00435,0.0476892,"yes"
"21067","PSPH",61.0646,44.6748,31.6316,34.5013,42.8327,23.6222,14.0647,15.862,-0.834509,0.0042,0.0466876,"yes"
"21118","HIP1",26.1553,24.2347,33.5237,30.6099,26.9655,10.9966,13.0941,9.33175,-0.923311,0.00055,0.0113986,"yes"
"21139","SEMA3A",45.0542,58.7467,33.1642,32.3495,28.5213,42.5431,3.31041,14.571,-0.928708,0.0011,0.0181879,"yes"
"21177","ASNS",9.9618,11.1453,14.5062,13.7484,21.4656,17.3726,38.8221,37.0289,1.21626,4e-04,0.00896533,"yes"
"21204","GPC2",33.8476,29.5889,28.7651,33.9212,62.4508,70.6673,96.2456,80.5652,1.29711,5e-05,0.00164804,"yes"
"21215","ACTL6B",1.75572,1.79797,1.96118,1.57375,11.0629,21.6188,6.44447,1.26259,2.51038,5e-05,0.00164804,"yes"
"21240","RELN",1.05796,0.904296,0.333782,0.359562,7.68737,8.89666,0.00988452,0.166419,2.65794,5e-05,0.00164804,"yes"
"21256","LAMB1",2.73769,2.93112,3.37068,1.17408,2.3933,1.88923,4.14936,50.207,2.52137,5e-05,0.00164804,"yes"
"21276","TSPAN12",78.264,72.67,90.9963,116.211,61.0074,29.239,8.89304,10.82,-1.70356,5e-05,0.00164804,"yes"
"21301","IMPDH1",3.29412,2.2555,1.84429,2.00447,4.78174,7.64064,21.1648,22.7409,2.58337,5e-05,0.00164804,"yes"
"21319","PODXL",11.4547,9.48195,9.56714,3.78553,8.88899,9.61089,12.7576,40.6291,1.06796,0.00055,0.0113986,"yes"
"21331","PTN",237.81,268.801,432.654,389.961,149.959,93.3836,159.266,265.283,-0.9929,0.00085,0.0154192,"yes"
"21385","ZNF467",0.479436,0.544327,0.203149,0.197696,0.962146,0.819387,13.1209,5.63239,3.84943,5e-05,0.00164804,"yes"
"21388","RARRES2",3.79015,1.17659,4.70301,3.92175,5.31689,1.88331,76.7183,29.8839,3.06575,1e-04,0.00299584,"yes"
"21400","WDR86",2.20684,5.89723,6.69184,9.53811,15.5118,9.84215,31.1427,17.044,1.59557,0.001,0.0171336,"yes"
"21465","FDFT1",50.3711,47.9169,93.9199,52.3184,75.0932,81.2154,452.581,289.081,1.87668,5e-05,0.00164804,"yes"
"21515","NEFM",2.53995,1.65223,2.07418,1.21236,5.70223,10.097,33.7463,5.65377,2.88379,5e-05,0.00164804,"yes"
"21523","SCARA3",32.7229,30.7314,44.1211,48.1667,31.1839,15.0003,4.67469,10.9717,-1.33277,1e-04,0.00299584,"yes"
"21538","NRG1",0.980527,1.27197,1.14849,0.78053,1.69452,4.26826,3.38177,6.05201,1.88051,0.0016,0.0240143,"yes"
"21543","ZNF703",11.2887,15.0462,22.3655,16.9853,14.3501,14.3018,61.2295,55.6851,1.14803,0.001,0.0171336,"yes"
"21547","EIF4EBP1",16.6846,11.1316,15.3247,18.6602,27.5083,26.7423,83.8071,64.8347,1.71501,5e-05,0.00164804,"yes"
"21552","TACC1",11.8827,9.80019,11.7661,6.86579,8.20112,5.25169,2.85157,6.11099,-0.84682,0.0031,0.0378225,"yes"
"21555","ADAM9",217.062,249.622,230.652,198.647,163.716,134.401,23.5118,95.3988,-1.10333,0.001,0.0171336,"yes"
"21562","C8orf4",48.4729,30.3969,14.6011,23.0254,21.8886,19.3633,5.36993,3.23059,-1.22455,7e-04,0.0134565,"yes"
"21604","UG0898H09",4.1578,13.744,13.7727,19.3641,6.10133,7.68205,3.0153,4.52524,-1.25912,0.00015,0.0041716,"yes"
"21609","BHLHE22",3.049,2.78168,0.251247,0.118565,9.91924,49.034,4.25904,2.82231,3.41277,5e-05,0.00164804,"yes"
"21616","C8orf46",7.38976,7.29844,8.58929,9.73624,9.06733,47.5541,16.2445,10.7548,1.34079,5e-05,0.00164804,"yes"
"21638","CRISPLD1",69.1166,72.606,54.2454,50.2355,37.2019,53.198,18.8127,29.6392,-0.826306,0.00275,0.0346418,"yes"
"21641","PKIA",18.557,27.9822,24.192,25.6657,43.7224,93.0848,25.7609,13.8236,0.871723,0.00295,0.0364034,"yes"
"21643","STMN2",38.0907,30.1743,18.5827,16.9081,133.856,334.505,214.509,39.4831,2.79951,5e-05,0.00164804,"yes"
"21646","FABP5",93.3622,58.3725,39.9613,45.2703,85.6204,139.725,102.225,147.015,1.00199,0.00035,0.00815894,"yes"
"21648","RALYL",14.2331,28.7691,18.2743,16.7975,13.2706,11.9342,1.5657,1.49231,-1.46594,0.00115,0.0188702,"yes"
"21649","LRRCC1",15.8031,31.0172,26.3192,13.3895,11.7861,12.4242,2.62035,6.56739,-1.37342,5e-05,0.00164804,"yes"
"21662","DECR1",73.6584,83.08,73.3082,80.3602,55.7226,47.4907,30.0845,41.6912,-0.826896,0.00315,0.0381556,"yes"
"21692","SPAG1",10.9926,10.298,8.90123,5.80866,5.42205,5.26522,0.615532,1.27895,-1.51668,6e-04,0.0121356,"yes"
"21728","ZHX2",21.9329,18.8449,20.3201,21.2629,19.9238,11.4372,10.2981,6.43702,-0.776038,0.0044,0.0479939,"yes"
"21739","SQLE",47.6994,37.5408,57.6194,31.4637,44.6422,55.7646,116.264,82.8805,0.781037,0.004,0.0452625,"yes"
"21741","TRIB1",1.22473,1.06505,0.948387,1.60835,1.80607,4.31054,5.02493,6.89329,1.89576,6e-04,0.0121356,"yes"
"21746","PVT1",2.95215,2.63848,3.00376,3.11194,3.7137,2.79585,20.7079,13.1555,1.7861,5e-05,0.00164804,"yes"
"21776","GSDMD",0.176272,0.176387,0.147557,0.0756826,0.614285,0.267552,0.92121,2.76208,2.98677,0.00195,0.0276232,"yes"
"21813","CSMD1",3.75981,5.47575,4.18197,3.63152,1.43393,2.20101,0.00276196,0.12723,-2.17899,5e-05,0.00164804,"yes"
"21852","LINC00599",0.367826,0.10543,0.262327,0.282415,0.701899,2.1817,2.06935,0.910894,2.52611,2e-04,0.00519897,"yes"
"21860","FAM167A",4.75024,10.4078,7.61351,10.8018,3.64183,5.31923,2.07665,3.96945,-1.16167,0.00185,0.0266305,"yes"
"21888","ASAH1",79.5009,111.803,91.1526,102.41,79.7044,75.3965,31.9318,37.9994,-0.774228,0.0037,0.0429274,"yes"
"21891","CSGALNACT1",9.0694,16.1505,21.1005,22.3957,8.24212,3.84105,0.409763,3.21667,-2.129,5e-05,0.00164804,"yes"
"21893","LZTS1",0.825406,0.982163,0.777594,2.25088,2.12172,3.7223,3.41375,6.07445,1.66467,0.00045,0.00976765,"yes"
"21906","TNFRSF10B",16.066,18.2625,20.1045,15.7487,14.228,20.3529,81.2406,86.8546,1.53001,0.00025,0.00629326,"yes"
"21907","TNFRSF10D",1.11266,0.384769,0.658285,0.105492,1.18043,0.893621,1.88743,5.92756,2.12874,0.00105,0.0176701,"yes"
"21909","LOXL2",2.38262,3.55248,2.95928,2.15801,3.96288,3.471,17.2252,91.8606,3.39814,5e-05,0.00164804,"yes"
"21910","ENTPD4",7.53715,7.13775,6.21176,5.89319,7.04903,9.5236,15.0361,16.7672,0.853141,0.0021,0.0289352,"yes"
"21914","NEFL",10.9129,5.77184,14.4968,2.41701,13.9025,12.484,66.306,36.3418,1.94128,5e-05,0.00164804,"yes"
"21917","EBF2",0.648803,0.656062,0.0492403,0.00658655,1.59008,11.434,1.09544,0.63718,3.43896,0.00095,0.0166349,"yes"
"21920","STMN4",46.7398,39.5021,40.0637,47.6312,96.0483,77.6491,121.34,30.3582,0.903633,0.00095,0.0166349,"yes"
"21926","PBK",14.966,21.2086,80.8493,59.2698,17.6005,18.28,31.4205,18.074,-1.0461,0.00035,0.00815894,"yes"
"21935","DUSP4",1.459,1.25236,1.95399,1.49989,2.58101,8.19951,6.96904,12.6696,2.30275,5e-05,0.00164804,"yes"
"21953","RAB11FIP1",0.476593,0.764864,0.431536,0.258894,0.246595,0.94799,3.77322,5.29498,2.40934,5e-05,0.00164804,"yes"
"21960","FGFR1",25.526,23.5536,26.7557,22.1134,26.9924,37.2386,54.9849,52.9216,0.813464,0.00235,0.0311051,"yes"
"21967","SFRP1",20.6605,24.0844,9.18668,9.69706,9.73808,35.541,58.9956,44.8615,1.22888,5e-05,0.00164804,"yes"
"21969","ANK1",0.0490266,0.0692363,0.0400999,0.0510309,0.240928,0.692003,0.497029,0.33887,3.07851,5e-05,0.00164804,"yes"
"21977","RNF170",12.6025,13.8594,9.79068,10.7579,10.8238,12.2251,8.31476,58.2143,0.930162,0.0021,0.0289352,"yes"
"21981","SNAI2",0.0805551,2.1664,1.01396,0.763563,0.403055,1.19561,0.341052,52.4501,3.75646,5e-05,0.00164804,"yes"
"21984","ST18",2.79457,3.11315,1.99471,1.16864,4.28941,17.3322,3.0546,0.578163,1.47718,5e-05,0.00164804,"yes"
"21996","PLAG1",2.13031,2.24281,1.95518,0.780465,2.70774,3.46473,7.38986,5.62719,1.43265,9e-04,0.0159439,"yes"
"22003","TOX",10.836,6.79365,12.9469,4.89317,13.2679,10.6727,27.9149,22.9861,1.07725,4e-04,0.00896533,"yes"
"22053","PAG1",4.91341,7.24076,5.48551,7.24587,4.62879,4.40685,0.361594,2.87724,-1.01965,0.00165,0.0246912,"yes"
"22054","PMP2",20.6334,89.3751,94.4267,116.464,47.5202,35.91,0.0896479,1.43578,-1.91734,5e-05,0.00164804,"yes"
"22077","MMP16",3.9337,7.13527,10.2999,8.32722,2.90676,2.98503,1.26268,5.44782,-1.23659,0.001,0.0171336,"yes"
"22079","CALB1",9.2109,5.76141,18.7284,3.08919,0.69385,3.16499,0.867338,0.778143,-2.74067,1e-04,0.00299584,"yes"
"22080","TMEM64",29.2893,49.3408,39.8157,28.0796,20.0615,26.1903,10.7734,26.9069,-0.803855,0.00255,0.032694,"yes"
"22083","RUNX1T1",1.14837,0.764867,2.16848,0.609891,0.976685,6.62741,4.33777,3.35345,1.70494,8e-04,0.01476,"yes"
"22115","RNF19A",57.3599,79.7302,55.4273,45.3825,50.6827,41.8474,10.6461,26.7894,-0.872225,0.00225,0.0301775,"yes"
"22124","KLF10",5.40682,5.17961,6.20116,4.02895,6.63318,10.0915,23.9069,21.926,1.58745,5e-05,0.00164804,"yes"
"22146","TNFRSF11B",6.06823,1.78753,1.08063,1.75778,1.29343,0.803834,0.104936,0.563071,-1.95133,0.00275,0.0346418,"yes"
"22147","ENPP2",24.2948,24.5624,26.6879,13.7079,37.179,52.9537,56.2716,56.321,1.18355,5e-05,0.00164804,"yes"
"22151","SNTB1",3.55397,6.01357,12.2108,8.21597,1.98103,1.95622,0.27028,2.79979,-2.09775,5e-05,0.00164804,"yes"
"22167","FAM84B",23.3263,19.6578,15.3371,19.6483,12.8555,15.1072,9.54331,8.67206,-0.755704,0.00465,0.0499999,"yes"
"22179","KCNQ3",0.309187,2.21983,1.68744,3.44667,0.991709,0.218944,0.0251827,0.0874293,-2.53383,0.0012,0.0194169,"yes"
"22184","NDRG1",0.60221,0.348381,0.259557,0.741044,0.829843,1.57747,3.3822,13.3232,3.2921,5e-05,0.00164804,"yes"
"22233","SCRT1",1.6718,1.36371,1.58655,0.93952,5.39878,14.5344,13.5521,1.93035,2.67082,5e-05,0.00164804,"yes"
"22275","IL33",0.445052,12.7368,6.2472,10.2567,2.03659,0.970504,0.0175801,0.472387,-3.08555,0.00015,0.0041716,"yes"
"22303","TEK",0.104525,0.159266,0.081554,0.145655,0.0583287,0.205022,0.0160823,6.14151,3.70899,5e-05,0.00164804,"yes"
"22322","IL11RA",3.91597,2.17805,2.56648,2.17417,4.24398,4.74507,14.7201,26.8023,2.22096,5e-05,0.00164804,"yes"
"22326","UNC13B",5.9959,6.1052,6.97746,5.58314,7.02473,7.2013,16.8746,15.0573,0.904307,7e-04,0.0134565,"yes"
"22352","ALDH1B1",5.72737,4.56296,4.9365,4.25587,7.53701,10.2295,15.8534,14.2755,1.29769,0.001,0.0171336,"yes"
"22378","PGM5",52.035,50.6643,32.6485,37.8691,20.5144,27.5218,8.89304,3.88317,-1.51014,5e-05,0.00164804,"yes"
"22383","FAM189A2",16.7964,20.0611,28.2782,21.7791,15.6254,16.4976,0.0891559,1.13241,-1.38215,0.00035,0.00815894,"yes"
"22425","GADD45G",128.579,146.635,82.531,167.783,114.945,97.365,25.4968,7.47734,-1.09932,0.00045,0.00976765,"yes"
"22437","WNK2",0.962206,1.55301,1.30025,2.58082,6.30104,5.97758,5.65908,1.87035,1.63078,5e-05,0.00164804,"yes"
"22456","HABP4",9.06732,10.9929,11.252,13.6335,11.2376,13.4323,48.1467,30.5129,1.201,1e-04,0.00299584,"yes"
"22462","TDRD7",2.85761,3.82532,1.16166,1.52086,0.783922,0.895892,0.305961,1.37412,-1.47893,0.0044,0.0479939,"yes"
"22475","MSANTD3",39.1466,49.1513,53.2019,47.2716,74.2423,99.5257,93.9056,69.3819,0.836346,0.00145,0.0223619,"yes"
"22490","FKTN",9.08889,10.2467,8.20823,7.51506,6.11686,6.71176,2.59102,4.31657,-0.828935,0.00415,0.0464045,"yes"
"22492","TMEM38B",4.20024,6.75301,4.52405,3.65704,3.7402,4.8923,26.9091,7.81154,1.17997,0.00295,0.0364034,"yes"
"22497","AKAP2",2.00312,1.53114,1.05783,1.02947,1.29281,4.14027,5.83939,6.41002,1.65328,0.00035,0.00815894,"yes"
"22513","ZNF618",6.32674,5.19512,5.26404,5.36656,7.64761,11.3736,9.03006,11.1551,0.82362,0.0018,0.0261597,"yes"
"22521","PAPPA",0.0302067,0.0288021,0.0855899,0.0110762,0.0460781,0.165598,0.847084,0.535719,3.35648,0.0012,0.0194169,"yes"
"22546","LHX2",0.267429,0.360662,0.273168,0.199584,0.0982194,0.276721,3.75693,5.43545,3.11951,5e-05,0.00164804,"yes"
"22568","STXBP1",10.7477,8.43041,9.327,7.29661,17.0821,27.0843,21.318,14.3045,1.15616,1e-04,0.00299584,"yes"
"22584","CERCAM",20.0504,16.454,17.2837,18.0371,20.2989,18.8132,20.0134,85.963,1.01437,0.001,0.0171336,"yes"
"22607","ASS1",2.59984,3.61077,7.56206,7.48614,2.32006,9.0947,9.3628,65.2033,2.01596,5e-05,0.00164804,"yes"
"22609","PRDM12",0.0447112,0.121644,0.038471,0.0815311,0.154847,0.578383,5.74439,5.4863,5.38473,2e-04,0.00519897,"yes"
"22621","C9orf171",19.083,14.0867,11.9036,7.68277,6.94097,9.36987,1.30806,0.277355,-1.55968,0.00315,0.0381556,"yes"
"22644","COL5A1",1.69907,3.29919,1.39311,0.761415,3.4968,5.70742,2.41744,87.3007,3.78972,5e-05,0.00164804,"yes"
"22657","GPSM1",16.8615,16.3083,18.8995,22.3339,31.6265,31.0176,42.1207,31.732,0.875432,0.00215,0.0293568,"yes"
"22660","EGFL7",0.122411,0.273477,0.136667,0.629532,0.73595,1.3521,2.99047,13.613,4.0076,5e-05,0.00164804,"yes"
"22681","GRIN1",0.0480821,0.0332608,0.0781914,0.0550765,0.358407,0.710215,0.398419,0.0988095,2.86715,0.0044,0.0479939,"yes"
"22697","CACNA1B",0.194848,0.0645313,0.136862,0.0332646,0.562649,1.01113,0.683572,0.119825,2.4685,5e-05,0.00164804,"yes"
"22708","GLIS3",13.5066,18.9795,17.5923,14.5405,11.9621,11.5616,3.88308,6.05887,-0.949275,0.00065,0.0127547,"yes"
"22723","NFIB",37.7839,44.2438,39.228,36.2326,36.7706,25.041,2.41669,4.15692,-1.20349,2e-04,0.00519897,"yes"
"22760","CDKN2B",0.458801,1.0304,1.05512,0.497291,0.283854,1.39388,0.102353,19.2786,2.79151,0.00135,0.0212089,"yes"
"22761","ELAVL2",6.64881,9.59539,5.55796,9.31644,14.6242,47.2114,8.02298,4.53434,1.25739,0.00045,0.00976765,"yes"
"22784","AQP3",0.0449724,0.261382,0.316087,0.283165,0.36384,0.323485,4.1257,5.68997,3.53577,0.00215,0.0293568,"yes"
"22792","KIAA1161",8.84248,16.9342,9.85079,14.868,9.39697,9.5314,3.26043,3.50754,-0.97459,0.00285,0.035605,"yes"
"22795","ENHO",155.765,160.355,175.139,200.328,176.199,136,25.8303,18.5747,-0.955584,0.0025,0.0322442,"yes"
"22796","CNTFR",85.8113,65.1244,63.4039,81.8883,120.666,93.6494,256.38,104.454,0.95723,4e-04,0.00896533,"yes"
"22816","TPM2",11.6641,15.5748,17.6869,15.6941,10.901,15.352,12.1534,106.522,1.25748,0.00175,0.0256797,"yes"
"22837","IGFBPL1",5.7136,8.10128,17.2819,5.61745,24.8829,103.726,49.8017,33.136,2.52657,5e-05,0.00164804,"yes"
"22888","PRUNE2",3.22844,5.2925,2.41581,4.45016,1.62448,0.905577,0.834464,0.699074,-1.92088,5e-05,0.00164804,"yes"
"22894","FRMD3",5.78455,5.60375,5.1227,4.34969,2.04945,3.45455,0.332615,1.12544,-1.5832,0.0012,0.0194169,"yes"
"22903","GOLM1",318.54,466.782,287.768,388.926,243.896,218.73,51.8952,62.8961,-1.34027,0.00015,0.0041716,"yes"
"22920","DIRAS2",9.36006,7.51972,10.4756,9.98084,3.66381,5.75939,2.25891,4.14108,-1.23854,0.00035,0.00815894,"yes"
"22960","CTSL2",3.35321,3.2633,10.9755,6.40302,2.10392,0.918079,0.293137,0.750587,-2.56115,5e-05,0.00164804,"yes"
"22970","GABBR2",16.2913,71.5734,36.1275,71.8114,12.6508,28.0952,0.684275,0.248573,-2.23202,5e-05,0.00164804,"yes"
"22987","ABCA1",18.2998,24.6296,9.2739,11.5642,14.003,10.9726,2.3737,7.85883,-0.856912,0.00255,0.032694,"yes"
"22989","KLF4",0.551551,0.282778,0.295442,1.2813,0.259204,2.43046,0.0185985,8.28493,2.18887,5e-04,0.0105649,"yes"
"23002","LPAR1",0.946565,2.80346,0.815745,2.94424,1.93292,3.63208,2.60361,14.9361,1.6213,0.00235,0.0311051,"yes"
"23029","TNC",46.2507,100.432,64.624,53.6073,38.0276,46.3294,1.74627,38.4249,-1.08905,0.00065,0.0127547,"yes"
"23033","DBC1",9.26153,16.8713,15.6048,17.6773,2.01318,14.7801,0.492704,0.225758,-1.7625,5e-05,0.00164804,"yes"
"23080","SH2D3C",1.41538,0.565555,1.94422,0.343689,3.0063,3.22122,13.4878,5.76304,2.57736,0.00105,0.0176701,"yes"
"23081","ENG",0.168279,0.241054,0.132618,0.344154,0.330784,0.194723,0.404978,3.45889,2.30847,0.00185,0.0266305,"yes"
"23082","AK1",97.8683,62.4153,63.6041,51.724,44.502,47.7701,29.2734,27.138,-0.890392,0.00065,0.0127547,"yes"
"23106","IER5L",1.13005,1.16122,1.15714,1.41217,2.80067,10.4541,10.83,27.196,3.39922,5e-05,0.00164804,"yes"
"23109","PTGES",0.118433,0.0789349,0.240515,0.198923,0.31034,0.334213,3.17113,3.96781,3.61149,0.00175,0.0256797,"yes"
"23115","FIBCD1",0.478556,0.50397,0.139398,0.602688,0.165142,0.922887,0.357836,5.33885,1.97602,0.00425,0.047036,"yes"
"23193","NRARP",32.8741,31.9317,22.9335,30.9965,40.7817,53.7619,164.277,29.0152,1.27749,1e-04,0.00299584,"yes"
"23249","SHROOM2",2.62731,1.52237,2.18029,2.07702,3.62976,5.2646,4.60146,4.95399,1.13394,0.00095,0.0166349,"yes"
